Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
134,"Thursday, Aug 31",boxscore,BOS,@,NYY,L,2,6,,76-58,1,up 4.5,Sabathia,Rodriguez,,3:44,N,"43,309",-
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
135,"Friday, Sep 1",boxscore,BOS,@,NYY,W,4,1,,77-58,1,up 5.5,Fister,Gray,Kimbrel,2:44,N,"42,332",+
136,"Saturday, Sep 2",boxscore,BOS,@,NYY,L,1,5,,77-59,1,up 4.5,Tanaka,Pomeranz,,2:58,D,"46,536",-
137,"Sunday, Sep 3",boxscore,BOS,@,NYY,L,2,9,,77-60,1,up 3.5,Severino,Sale,,3:46,N,"46,717",--
138,"Monday, Sep 4",boxscore,BOS,,TOR,L,4,10,,77-61,1,up 2.5,Happ,Porcello,,3:25,N,"34,311",---
139,"Tuesday, Sep 5",boxscore,BOS,,TOR,W-wo,3,2,19,78-61,1,up 3.5,Velazquez,Rowley,,6:00,N,"33,009",+
140,"Wednesday, Sep 6",boxscore,BOS,,TOR,W,6,1,,79-61,1,up 4.0,Fister,Biagini,,2:57,N,"33,190",++
141,"Friday, Sep 8",boxscore,BOS,,TBR,W,9,3,,80-61,1,up 4.5,Pomeranz,Archer,,3:14,N,"34,781",+++
142,"Saturday, Sep 9",boxscore,BOS,,TBR,W,9,0,,81-61,1,up 4.5,Sale,Andriese,,3:05,N,"36,734",++++
143,"Sunday, Sep 10",boxscore,BOS,,TBR,L,1,4,,81-62,1,up 3.5,Cobb,Porcello,Colome,3:22,D,"35,859",-
144,"Tuesday, Sep 12",boxscore,BOS,,OAK,W,11,1,,82-62,1,up 4.0,Rodriguez,Manaea,,3:06,N,"34,355",+
145,"Wednesday, Sep 13",boxscore,BOS,,OAK,L,3,7,,82-63,1,up 3.0,Cotton,Fister,,3:07,N,"36,366",-
146,"Thursday, Sep 14",boxscore,BOS,,OAK,W,6,2,,83-63,1,up 3.0,Pomeranz,Gossett,,3:19,D,"35,470",+
147,"Friday, Sep 15",boxscore,BOS,@,TBR,W,13,6,15,84-63,1,up 3.0,Workman,Pruitt,,6:05,N,"16,006",++
148,"Saturday, Sep 16",boxscore,BOS,@,TBR,W,3,1,,85-63,1,up 3.0,Porcello,Cobb,Kimbrel,2:44,N,"14,942",+++
149,"Sunday, Sep 17",boxscore,BOS,@,TBR,L,2,3,,85-64,1,up 3.0,Odorizzi,Rodriguez,Colome,2:37,D,"14,936",-
150,"Monday, Sep 18",boxscore,BOS,@,BAL,W,10,8,11,86-64,1,up 3.0,Barnes,Castro,Smith,4:24,N,"16,716",+
151,"Tuesday, Sep 19",boxscore,BOS,@,BAL,W,1,0,11,87-64,1,up 3.0,Kelly,Brach,Barnes,3:27,N,"21,449",++
152,"Wednesday, Sep 20",boxscore,BOS,@,BAL,W,9,0,,88-64,1,up 3.0,Sale,Miley,,3:11,N,"16,906",+++
153,"Friday, Sep 22",boxscore,BOS,@,CIN,W,5,4,,89-64,1,up 4.0,Price,Romano,Kimbrel,2:45,N,"23,463",++++
154,"Saturday, Sep 23",boxscore,BOS,@,CIN,W,5,0,,90-64,1,up 4.0,Rodriguez,Stephenson,,2:51,D,"36,076",+++++
155,"Sunday, Sep 24",boxscore,BOS,@,CIN,W,5,4,,91-64,1,up 5.0,Scott,Iglesias,Kimbrel,3:11,D,"25,545",++++++
156,"Monday, Sep 25",boxscore,BOS,,TOR,L,4,6,,91-65,1,up 4.0,Anderson,Pomeranz,Osuna,2:57,N,"33,940",-
157,"Tuesday, Sep 26",preview,BOS,,TOR,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
158,"Wednesday, Sep 27",preview,BOS,,TOR,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
159,"Thursday, Sep 28",preview,BOS,,HOU,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
160,"Friday, Sep 29",preview,BOS,,HOU,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
161,"Saturday, Sep 30",preview,BOS,,HOU,1:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
162,"Sunday, Oct 1",preview,BOS,,HOU,3:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
Gm#,Date,,Tm,,Opp,,,,,,,,,,,,,,D/N
