Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
125,"Monday, Aug 21",boxscore,ARI,@,NYM,W,3,2,10,68-57,3,21,Sherfy,Goeddel,Rodney,3:46,N,"24,265",+
126,"Tuesday, Aug 22",boxscore,ARI,@,NYM,W,7,4,,69-57,2,21,Corbin,Milone,Rodney,3:03,N,"25,220",++
127,"Wednesday, Aug 23",boxscore,ARI,@,NYM,L,2,4,,69-58,2,21,Flexen,Godley,Ramos,3:15,N,"31,277",-
128,"Thursday, Aug 24",boxscore,ARI,@,NYM,W,3,2,,70-58,2,21,Ray,Montero,Rodney,3:45,D,"25,284",+
129,"Friday, Aug 25",boxscore,ARI,,SFG,W,4,3,,71-58,2,21,Greinke,Blach,Rodney,2:54,N,"31,924",++
130,"Saturday, Aug 26",boxscore,ARI,,SFG,W,2,1,,72-58,2,20,Walker,Bumgarner,Rodney,2:34,N,"25,709",+++
131,"Sunday, Aug 27",boxscore,ARI,,SFG,W,11,0,,73-58,2,19,Corbin,Stratton,,3:03,D,"23,210",++++
132,"Tuesday, Aug 29",boxscore,ARI,,LAD,W,7,6,,74-58,2,18,Godley,Hill,Rodney,3:08,N,"25,219",+++++
133,"Wednesday, Aug 30",boxscore,ARI,,LAD,W,6,4,,75-58,2,17,Ray,Ryu,Rodney,3:05,N,"23,321",++++++
134,"Thursday, Aug 31",boxscore,ARI,,LAD,W,8,1,,76-58,2,16,Greinke,Maeda,,3:02,D,"19,882",+++++++
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
135,"Friday, Sep 1",boxscore,ARI,@,COL,W,9,5,,77-58,2,16,Walker,Freeland,,3:48,N,"29,628",++++++++
136,"Saturday, Sep 2",boxscore,ARI,@,COL,W,6,2,,78-58,2,14.5,Corbin,Gray,,3:38,N,"39,442",+++++++++
137,"Sunday, Sep 3",boxscore,ARI,@,COL,W,5,1,,79-58,2,13.5,Godley,Marquez,Sherfy,3:13,D,"33,838",++++++++++
138,"Monday, Sep 4",boxscore,ARI,@,LAD,W,13,0,,80-58,2,12.5,Ray,Hill,,3:00,N,"47,192",+++++++++++
139,"Tuesday, Sep 5",boxscore,ARI,@,LAD,W,3,1,10,81-58,2,11.5,Hernandez,Baez,Rodney,3:42,N,"47,039",++++++++++++
140,"Wednesday, Sep 6",boxscore,ARI,@,LAD,W,3,1,,82-58,2,10.5,Walker,Avilan,Rodney,3:18,N,"48,612",+++++++++++++
141,"Friday, Sep 8",boxscore,ARI,,SDP,L,6,10,,82-59,2,10,Lyles,Corbin,,3:36,N,"27,988",-
142,"Saturday, Sep 9",boxscore,ARI,,SDP,L,7,8,,82-60,2,10,Maton,Rodney,Hand,3:33,N,"34,156",--
143,"Sunday, Sep 10",boxscore,ARI,,SDP,W,3,2,,83-60,2,9,Ray,Perdomo,Bradley,2:58,D,"23,854",+
144,"Monday, Sep 11",boxscore,ARI,,COL,L,4,5,,83-61,2,9,Anderson,Barrett,Holland,3:40,N,"24,178",-
145,"Tuesday, Sep 12",boxscore,ARI,,COL,L,2,4,,83-62,2,10,Gray,Hernandez,Rusin,2:54,N,"27,526",--
146,"Wednesday, Sep 13",boxscore,ARI,,COL,W,8,2,,84-62,2,10,Corbin,Marquez,,3:00,N,"26,714",+
147,"Thursday, Sep 14",boxscore,ARI,,COL,W,7,0,,85-62,2,9.5,Godley,Bettis,,2:53,D,"20,317",++
148,"Friday, Sep 15",boxscore,ARI,@,SFG,W,3,2,,86-62,2,9.5,Ray,Samardzija,Rodney,2:26,N,"39,810",+++
149,"Saturday, Sep 16",boxscore,ARI,@,SFG,W,2,0,,87-62,2,9.5,Greinke,Bumgarner,Rodney,2:32,N,"37,846",++++
150,"Sunday, Sep 17",boxscore,ARI,@,SFG,L,2,7,,87-63,2,9.5,Stratton,Walker,,2:55,D,"38,476",-
151,"Monday, Sep 18",boxscore,ARI,@,SDP,L,2,4,,87-64,2,9.5,Perdomo,Corbin,Hand,3:02,N,"20,199",--
152,"Tuesday, Sep 19",boxscore,ARI,@,SDP,L,2,6,,87-65,2,9.5,Wood,Godley,,2:45,N,"20,101",---
153,"Wednesday, Sep 20",boxscore,ARI,@,SDP,W,13,7,,88-65,2,8.5,Sherfy,Stammen,,3:47,N,"25,797",+
154,"Friday, Sep 22",boxscore,ARI,,MIA,W,13,11,,89-65,2,9,Hoover,McGowan,Rodney,3:54,N,"34,588",++
155,"Saturday, Sep 23",boxscore,ARI,,MIA,L,6,12,,89-66,2,9,Ellington,Walker,,3:51,N,"39,259",-
156,"Sunday, Sep 24",boxscore,ARI,,MIA,W-wo,3,2,,90-66,2,9,Rodney,Nicolino,,3:10,D,"31,539",+
157,"Monday, Sep 25",boxscore,ARI,,SFG,L,2,9,,90-67,2,10,Cueto,Godley,,3:09,N,"22,813",-
158,"Tuesday, Sep 26",preview,ARI,,SFG,9:40 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
159,"Wednesday, Sep 27",preview,ARI,,SFG,3:40 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
160,"Friday, Sep 29",preview,ARI,@,KCR,8:15 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
161,"Saturday, Sep 30",preview,ARI,@,KCR,7:15 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
162,"Sunday, Oct 1",preview,ARI,@,KCR,3:15 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
163,"Wednesday, Oct 4",preview,ARI,,,TBD,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
Gm#,Date,,Tm,,Opp,,,,,,,,,,,,,,D/N
