Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
89,"Sunday, Jul 9",boxscore,PIT,@,CHC,W,14,3,,42-47,4,7,Schugel,Lester,,3:14,D,"41,604",++
90,"Friday, Jul 14",boxscore,PIT,,STL,W-wo,5,2,,43-47,4,7,Rivero,Oh,,3:06,N,"24,988",+++
91,"Saturday, Jul 15",boxscore,PIT,,STL,L,0,4,,43-48,4,8,Lynn,Taillon,,3:00,N,"35,658",-
92,"Sunday, Jul 16",boxscore,PIT,,STL,W-wo,4,3,,44-48,4,7,LeBlanc,Cecil,,3:02,D,"29,247",+
93,"Monday, Jul 17",boxscore,PIT,,MIL,W,4,2,,45-48,4,6,Hudson,Hader,Rivero,3:15,N,"18,506",++
94,"Tuesday, Jul 18",boxscore,PIT,,MIL,W,4,3,,46-48,4,5,Nova,Drake,Rivero,2:58,N,"20,462",+++
95,"Wednesday, Jul 19",boxscore,PIT,,MIL,W-wo,3,2,10,47-48,3,4,Watson,Hughes,,3:23,N,"24,401",++++
96,"Thursday, Jul 20",boxscore,PIT,,MIL,W,4,2,,48-48,3,3,Taillon,Nelson,Rivero,3:03,D,"33,493",+++++
97,"Friday, Jul 21",boxscore,PIT,@,COL,W,13,5,,49-48,3,2,Williams,Hoffman,,3:36,N,"41,192",++++++
98,"Saturday, Jul 22",boxscore,PIT,@,COL,L,3,7,,49-49,3,3,Marquez,Kuhl,Holland,3:07,N,"48,235",-
99,"Sunday, Jul 23",boxscore,PIT,@,COL,L,3,13,,49-50,3,3,Freeland,Nova,,3:19,D,"40,118",--
100,"Monday, Jul 24",boxscore,PIT,@,SFG,W,10,3,,50-50,3,2.5,Cole,Cain,,3:27,N,"40,030",+
101,"Tuesday, Jul 25",boxscore,PIT,@,SFG,L,3,11,,50-51,3,3.5,Bumgarner,Taillon,Stratton,3:10,N,"41,232",-
102,"Wednesday, Jul 26",boxscore,PIT,@,SFG,L,1,2,,50-52,4,4,Samardzija,Watson,Dyson,2:38,D,"41,038",--
103,"Friday, Jul 28",boxscore,PIT,@,SDP,L,2,3,,50-53,4,4.5,Wood,Hudson,Hand,2:44,N,"24,215",---
104,"Saturday, Jul 29",boxscore,PIT,@,SDP,L,2,4,,50-54,4,5.5,Lamet,Nova,Yates,2:50,N,"37,286",----
105,"Sunday, Jul 30",boxscore,PIT,@,SDP,W,7,1,,51-54,4,5.5,Cole,Richard,,2:49,D,"30,267",+
Gm#,August,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
106,"Tuesday, Aug 1",boxscore,PIT,,CIN,L,1,9,,51-55,4,6.5,Bailey,Taillon,,3:00,N,"22,403",-
107,"Wednesday, Aug 2",boxscore,PIT,,CIN,L,2,5,,51-56,4,6.5,Lorenzen,Benoit,Iglesias,3:25,N,"22,367",--
108,"Thursday, Aug 3",boxscore,PIT,,CIN,W,6,0,,52-56,4,5.5,Kuhl,Romano,,2:29,N,"25,955",+
109,"Friday, Aug 4",boxscore,PIT,,SDP,W,10,6,,53-56,3,4.5,Schugel,Yates,,3:35,N,"32,243",++
110,"Saturday, Aug 5",boxscore,PIT,,SDP,L,2,5,,53-57,4,5.5,Lamet,Cole,Hand,3:13,N,"31,817",-
111,"Sunday, Aug 6",boxscore,PIT,,SDP,W-wo,5,4,12,54-57,4,4.5,Neverauskas,Baumann,,4:03,D,"34,175",+
112,"Monday, Aug 7",boxscore,PIT,,DET,W,3,0,,55-57,4,4.5,Williams,Zimmermann,Nicasio,2:37,N,"21,651",++
113,"Tuesday, Aug 8",boxscore,PIT,,DET,W,6,3,,56-57,4,3.5,Kuhl,Boyd,Rivero,2:36,N,"25,112",+++
114,"Wednesday, Aug 9",boxscore,PIT,@,DET,L,0,10,,56-58,4,3.5,Verlander,Nova,,3:03,N,"28,902",-
115,"Thursday, Aug 10",boxscore,PIT,@,DET,W,7,5,,57-58,4,3,Cole,VerHagen,Rivero,3:06,D,"33,490",+
116,"Friday, Aug 11",boxscore,PIT,@,TOR,W,4,2,,58-58,3,3,Taillon,Stroman,Rivero,2:41,N,"35,965",++
117,"Saturday, Aug 12",boxscore,PIT,@,TOR,L,2,7,,58-59,4,3,Rowley,Williams,,2:50,D,"46,179",-
118,"Sunday, Aug 13",boxscore,PIT,@,TOR,L,1,7,,58-60,4,4,Happ,Kuhl,,2:51,D,"43,618",--
119,"Tuesday, Aug 15",boxscore,PIT,@,MIL,L,1,3,,58-61,4,4.5,Davies,Nova,Knebel,2:53,N,"32,605",---
120,"Wednesday, Aug 16",boxscore,PIT,@,MIL,L,6,7,,58-62,4,5.5,Swarzak,Nicasio,Knebel,3:06,D,"32,439",----
121,"Thursday, Aug 17",boxscore,PIT,,STL,L,7,11,,58-63,4,5.5,Tuivailala,Benoit,,3:36,N,"31,499",-----
122,"Friday, Aug 18",boxscore,PIT,,STL,L,10,11,,58-64,4,6.5,Martinez,Williams,Oh,3:23,N,"29,906",------
123,"Saturday, Aug 19",boxscore,PIT,,STL,W,6,4,,59-64,4,6.5,Kuhl,Wacha,Rivero,2:49,D,"34,660",+
124,"Sunday, Aug 20",boxscore,PIT,,STL,W,6,3,,60-64,4,6.5,Nova,Leake,Rivero,2:58,N,"2,596",++
125,"Monday, Aug 21",boxscore,PIT,,LAD,L,5,6,12,60-65,4,7,Avilan,Neverauskas,Stripling,4:35,N,"19,094",-
126,"Tuesday, Aug 22",boxscore,PIT,,LAD,L,5,8,,60-66,4,8,Watson,Barbato,Jansen,3:24,N,"17,288",--
127,"Wednesday, Aug 23",boxscore,PIT,,LAD,W-wo,1,0,10,61-66,4,8,Nicasio,Hill,,2:34,N,"19,859",+
128,"Thursday, Aug 24",boxscore,PIT,,LAD,L,2,5,,61-67,4,8,Ryu,Kuhl,Morrow,3:37,D,"22,115",-
129,"Friday, Aug 25",boxscore,PIT,@,CIN,L,5,9,,61-68,4,8,Stephenson,Nova,,3:35,N,"20,561",--
130,"Saturday, Aug 26",boxscore,PIT,@,CIN,W,1,0,,62-68,4,8,Cole,Castillo,Rivero,2:28,N,"35,259",+
131,"Sunday, Aug 27",boxscore,PIT,@,CIN,W,5,2,,63-68,4,7,Schugel,Mahle,Rivero,3:18,D,"26,155",++
132,"Monday, Aug 28",boxscore,PIT,@,CHC,L,1,6,,63-69,4,8,Montgomery,Williams,,2:50,N,"38,453",-
133,"Tuesday, Aug 29",boxscore,PIT,@,CHC,L,1,4,,63-70,4,9,Arrieta,Kuhl,Davis,2:49,N,"37,370",--
134,"Wednesday, Aug 30",boxscore,PIT,@,CHC,L,3,17,,63-71,4,10,Quintana,Nova,,3:12,N,"36,628",---
Gm#,September,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
135,"Friday, Sep 1",boxscore,PIT,,CIN,L,3,7,,63-72,4,11.5,Wojciechowski,Cole,,3:00,N,"23,569",----
136,"Saturday, Sep 2",boxscore,PIT,,CIN,W,5,0,,64-72,4,11.5,Schugel,Lorenzen,,2:53,N,"23,529",+
137,"Sunday, Sep 3",boxscore,PIT,,CIN,W,3,1,,65-72,4,10.5,Williams,Romano,Rivero,2:49,D,"24,474",++
138,"Monday, Sep 4",boxscore,PIT,,CHC,W,12,0,,66-72,4,9.5,Kuhl,Arrieta,,3:05,D,"21,068",+++
139,"Tuesday, Sep 5",boxscore,PIT,,CHC,W,4,3,,67-72,4,8.5,LeBlanc,Edwards,Rivero,2:35,N,"14,079",++++
140,"Wednesday, Sep 6",boxscore,PIT,,CHC,L,0,1,,67-73,4,9.5,Strop,Hudson,Davis,3:05,N,"17,067",-
141,"Thursday, Sep 7",boxscore,PIT,,CHC,L,2,8,,67-74,4,10.5,Lester,Taillon,,3:13,N,"19,201",--
142,"Friday, Sep 8",boxscore,PIT,@,STL,L,1,4,,67-75,4,10.5,Weaver,Williams,Nicasio,2:58,N,"40,966",---
143,"Saturday, Sep 9",boxscore,PIT,@,STL,L,3,4,,67-76,4,10.5,Lyons,Kontos,Nicasio,2:55,N,"44,378",----
144,"Sunday, Sep 10",boxscore,PIT,@,STL,L,0,7,,67-77,4,10.5,Wacha,Nova,,2:35,D,"44,683",-----
145,"Monday, Sep 11",boxscore,PIT,@,MIL,W,7,0,,68-77,4,10,Brault,Woodruff,,3:03,N,"27,422",+
146,"Tuesday, Sep 12",boxscore,PIT,@,MIL,L,2,5,,68-78,4,11,Jeffress,Cole,Knebel,3:00,N,"30,331",-
147,"Wednesday, Sep 13",boxscore,PIT,@,MIL,L,2,8,,68-79,4,12,Anderson,Glasnow,,3:26,N,"27,436",--
148,"Friday, Sep 15",boxscore,PIT,@,CIN,L,2,4,,68-80,4,13.5,Bailey,Kuhl,Iglesias,3:14,N,"17,625",---
149,"Saturday, Sep 16",boxscore,PIT,@,CIN,L,1,2,,68-81,4,14.5,Romano,Nova,Reed,2:23,D,"25,685",----
150,"Sunday, Sep 17",boxscore,PIT,@,CIN,L,2,5,,68-82,4,15.5,Stephenson,Cole,Lorenzen,2:39,D,"22,228",-----
151,"Monday, Sep 18",boxscore,PIT,,MIL,L,0,3,,68-83,4,16,Suter,Taillon,Knebel,2:52,N,"16,283",------
152,"Tuesday, Sep 19",boxscore,PIT,,MIL,L,0,1,,68-84,4,17,Anderson,Williams,Knebel,3:04,N,"13,929",-------
153,"Wednesday, Sep 20",boxscore,PIT,,MIL,W-wo,6,4,,69-84,4,16,Rivero,Knebel,,3:33,N,"15,741",+
154,"Friday, Sep 22",boxscore,PIT,,STL,L,3,4,,69-85,4,17.5,Nicasio,Rivero,,3:16,N,"23,942",-
155,"Saturday, Sep 23",boxscore,PIT,,STL,W,11,6,,70-85,4,16.5,Cole,Lynn,,3:20,N,"29,672",+
156,"Sunday, Sep 24",boxscore,PIT,,STL,W,4,1,,71-85,4,16.5,Taillon,Oh,Rivero,2:56,D,"28,550",++
157,"Tuesday, Sep 26",preview,PIT,,BAL,7:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
158,"Wednesday, Sep 27",preview,PIT,,BAL,7:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
159,"Thursday, Sep 28",preview,PIT,@,WSN,7:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
160,"Friday, Sep 29",preview,PIT,@,WSN,7:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
161,"Saturday, Sep 30",preview,PIT,@,WSN,7:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
162,"Sunday, Oct 1",preview,PIT,@,WSN,3:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
Gm#,Date,,Tm,,Opp,,,,,,,,,,,,,,D/N
