Gm#,Date,,Tm,,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak
137,"Monday, Sep 4",boxscore,NYM,,PHI,W,11,7,,59-78,4,24,Montero,Leiter,,3:18,D,"28,808",+
138,"Tuesday, Sep 5",boxscore,NYM,,PHI,L,1,9,,59-79,4,25,Lively,deGrom,,3:04,N,"22,230",-
139,"Wednesday, Sep 6",boxscore,NYM,,PHI,W,6,3,6,60-79,4,25,Gsellman,Pivetta,,1:53,N,"19,617",+
140,"Thursday, Sep 7",boxscore,NYM,,CIN,W,7,2,,61-79,4,25,Harvey,Mahle,,2:38,N,"21,274",++
141,"Friday, Sep 8",boxscore,NYM,,CIN,W,5,1,,62-79,4,25,Lugo,Garrett,Ramos,2:42,N,"25,864",+++
142,"Saturday, Sep 9",boxscore,NYM,,CIN,W,6,1,,63-79,4,24,Montero,Bailey,,2:56,N,"30,661",++++
143,"Sunday, Sep 10",boxscore,NYM,,CIN,L,5,10,,63-80,4,25,Stephens,Familia,Iglesias,3:38,D,"27,590",-
144,"Tuesday, Sep 12",boxscore,NYM,@,CHC,L,3,8,,63-81,4,25,Quintana,Gsellman,,3:16,N,"37,834",--
145,"Wednesday, Sep 13",boxscore,NYM,@,CHC,L,5,17,,63-82,4,25,Lester,Harvey,,3:42,N,"36,008",---
146,"Thursday, Sep 14",boxscore,NYM,@,CHC,L,6,14,,63-83,4,26,Montgomery,Lugo,,3:06,N,"37,867",----
147,"Friday, Sep 15",boxscore,NYM,@,ATL,L,2,3,,63-84,4,26,Newcomb,Montero,Vizcaino,3:05,N,"29,402",-----
148,"Saturday, Sep 16",boxscore,NYM,@,ATL,W,7,3,,64-84,4,25,deGrom,Dickey,,2:45,N,"37,846",+
149,"Sunday, Sep 17",boxscore,NYM,@,ATL,W,5,1,,65-84,4,25,Gsellman,Teheran,,2:59,D,"32,785",++
150,"Monday, Sep 18",boxscore,NYM,@,MIA,L,1,13,,65-85,4,25.5,Straily,Harvey,Worley,3:22,N,"16,385",-
151,"Tuesday, Sep 19",boxscore,NYM,@,MIA,L-wo,4,5,10,65-86,4,26.5,Barraclough,Sewald,,3:22,N,"16,405",--
152,"Wednesday, Sep 20",boxscore,NYM,@,MIA,L,2,9,,65-87,4,27.5,Urena,Montero,,2:42,D,"16,033",---
153,"Friday, Sep 22",boxscore,NYM,,WSN,W,7,6,,66-87,4,26,Bradford,Blanton,Familia,3:02,N,"28,095",+
154,"Saturday, Sep 23",boxscore,NYM,,WSN,L,3,4,10,66-88,4,27,Solis,Rhame,Doolittle,3:38,N,"34,455",-
155,"Sunday, Sep 24",boxscore,NYM,,WSN,L,2,3,,66-89,4,28,Scherzer,deGrom,Kintzler,3:01,D,"29,057",--
156,"Monday, Sep 25 (1)",boxscore,NYM,,ATL,L,2,9,,66-90,4,28.5,Sims,Flexen,,3:03,N,,---
157,"Monday, Sep 25 (2)",boxscore,NYM,,ATL,W,3,2,,67-90,4,28.5,Lugo,Fried,Familia,2:49,N,"21,698",+
158,"Tuesday, Sep 26",preview,NYM,,ATL,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
159,"Wednesday, Sep 27",preview,NYM,,ATL,7:10 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
160,"Friday, Sep 29",preview,NYM,@,PHI,7:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
161,"Saturday, Sep 30",preview,NYM,@,PHI,7:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
162,"Sunday, Oct 1",preview,NYM,@,PHI,3:05 PM,,,"Game Preview, Matchups, and Tickets",,,,,,,,,,
Gm#,Date,,Tm,,Opp,,,,,,,,,,,,,,D/N
